SchoolId,Lat,Lng,SchoolName,Address,Phone,SchoolType,PARENT_MAX,PARENT_CAND,PARENT_STAT,COMMUNITY_MAX,COMMUNITY_CAND,COMMUNITY_STAT,AppointedLSC,SchoolYear
610194,41.870828,-87.733524,SUMNER,"4320 W 5TH AVE Chicago, IL 60624",1(773)534-6730,ES,6,4,I,2,2,S,False,2020
610195,41.711445,-87.676821,SUTHERLAND,"10015 S LEAVITT ST Chicago, IL 60643",1(773)535-2580,ES,6,12,C,2,3,C,False,2020
610196,41.989139,-87.658296,SWIFT,"5900 N WINTHROP AVE Chicago, IL 60660",1(773)534-2695,ES,6,7,C,2,2,S,False,2020
610197,41.892405,-87.673723,TALCOTT,"1840 W OHIO ST Chicago, IL 60622",1(773)534-7130,ES,6,6,S,2,3,C,False,2020
610198,41.71547,-87.532971,TAYLOR,"9912 S AVENUE H Chicago, IL 60617",1(773)535-6240,ES,6,6,S,2,0,I,False,2020
610199,41.677505,-87.658111,COLEMON,"1441 W 119TH ST Chicago, IL 60643",1(773)535-3975,ES,6,7,C,2,2,S,False,2020
610200,41.733324,-87.54428,THORP J,"8914 S BUFFALO AVE Chicago, IL 60617",1(773)535-6250,ES,6,3,I,2,1,I,False,2020
610201,41.948571,-87.777631,THORP O,"6024 W WARWICK AVE Chicago, IL 60634",1(773)534-3640,ES,6,7,C,2,2,S,False,2020
610202,41.884102,-87.730566,TILTON,"223 N KEELER AVE Chicago, IL 60624",1(773)534-6746,ES,6,5,I,2,3,C,False,2020
610203,41.787523,-87.708179,TONTI,"5815 S HOMAN AVE Chicago, IL 60629",1(773)535-9280,ES,6,12,C,2,5,C,False,2020
610206,41.799046,-87.758928,TWAIN,"5134 S LOTUS AVE Chicago, IL 60638",1(773)535-2290,ES,6,6,S,2,2,S,False,2020
610207,41.720817,-87.665559,VANDERPOEL,"9510 S PROSPECT AVE Chicago, IL 60643",1(773)535-2690,ES,6,7,C,2,2,S,False,2020
610208,41.696262,-87.627148,LAVIZZO,"138 W 109TH ST Chicago, IL 60628",1(773)535-5300,ES,6,6,S,2,2,S,False,2020
610209,41.971634,-87.724605,VOLTA,"4950 N AVERS AVE Chicago, IL 60625",1(773)534-5080,ES,6,11,C,2,3,C,False,2020
610212,41.971504,-87.710609,ALBANY PARK,"4929 N SAWYER AVE Chicago, IL 60625",1(773)534-5108,MS,6,5,I,2,2,S,False,2020
610213,41.773478,-87.601018,WADSWORTH,"6650 S ELLIS AVE Chicago, IL 60637",1(773)535-0730,ES,6,3,I,2,1,I,False,2020
610215,41.840957,-87.705064,MADERO,"3202 W 28TH ST Chicago, IL 60623",1(773)535-4466,MS,6,3,I,2,2,S,False,2020
610216,41.854836,-87.648086,WALSH,"2015 S PEORIA ST Chicago, IL 60608",1(773)534-7950,ES,6,5,I,2,1,I,False,2020
610217,41.84398,-87.635356,WARD J,"2701 S SHIELDS AVE Chicago, IL 60616",1(773)534-9050,ES,6,8,C,2,2,S,False,2020
610218,41.726763,-87.575353,WARREN,"9239 S JEFFERY AVE Chicago, IL 60617",1(773)535-6625,ES,6,4,I,2,2,S,False,2020
610219,41.688131,-87.536015,WASHINGTON G ES,"3611 E 114TH ST Chicago, IL 60617",1(773)535-5010,ES,6,7,C,2,2,S,False,2020
610220,41.964165,-87.691433,WATERS,"4540 N CAMPBELL AVE Chicago, IL 60625",1(773)534-5090,ES,6,15,C,2,3,C,False,2020
610221,41.869916,-87.727524,WEBSTER,"4055 W ARTHINGTON ST Chicago, IL 60624",1(773)534-6925,ES,6,2,I,2,1,I,False,2020
610223,41.765076,-87.658205,WENTWORTH,"1340 W 71ST ST Chicago, IL 60636",1(773)535-3394,ES,6,3,I,2,2,S,False,2020
610225,41.683907,-87.655384,WHISTLER,"11533 S ADA ST Chicago, IL 60643",1(773)535-5560,ES,6,5,I,2,2,S,False,2020
610226,41.792346,-87.710987,SANDOVAL,"5534 S SAINT LOUIS AVE Chicago, IL 60629",1(773)535-0457,ES,6,6,S,2,2,S,False,2020
610227,41.84008,-87.725546,WHITNEY,"2815 S KOMENSKY AVE Chicago, IL 60623",1(773)534-1560,ES,6,3,I,2,4,C,False,2020
610228,41.850481,-87.673392,WHITTIER,"1900 W 23RD ST Chicago, IL 60608",1(773)535-4590,ES,6,2,I,2,2,S,False,2020
610229,41.907053,-87.677761,PRITZKER,"2009 W SCHILLER ST Chicago, IL 60622",1(773)534-4415,ES,6,10,C,2,4,C,False,2020
610230,42.007491,-87.778345,WILDWOOD,"6950 N HIAWATHA AVE Chicago, IL 60646",1(773)534-1188,ES,6,6,S,2,2,S,False,2020
610231,41.8528,-87.629308,NATIONAL TEACHERS,"55 W CERMAK RD Chicago, IL 60616",1(773)534-9970,ES,2,9,C,2,0,I,True,2020
610234,41.915039,-87.70028,YATES,"1839 N RICHMOND ST Chicago, IL 60647",1(773)534-4550,ES,6,3,I,2,1,I,False,2020
610235,41.906791,-87.767143,YOUNG ES,"1434 N PARKSIDE AVE Chicago, IL 60651",1(773)534-6200,ES,6,6,S,2,2,S,False,2020
610237,41.809135,-87.627137,BEETHOVEN,"25 W 47TH ST Chicago, IL 60609",1(773)535-1480,ES,6,1,I,2,2,S,False,2020
610238,41.765361,-87.653018,BOND,"7050 S MAY ST Chicago, IL 60621",1(773)535-3480,ES,6,5,I,2,0,I,False,2020
610239,41.802343,-87.672206,DALEY,"5024 S WOLCOTT AVE Chicago, IL 60609",1(773)535-9091,ES,6,5,I,2,2,S,False,2020
610242,41.959984,-87.649749,BRENNEMANN,"4251 N CLARENDON AVE Chicago, IL 60613",1(773)534-5766,ES,6,12,C,2,6,C,False,2020
610244,41.872885,-87.753325,CLARK HS,"5101 W HARRISON ST Chicago, IL 60644",1(773)534-6250,HS,6,7,C,2,2,S,False,2020
610245,41.890369,-87.767668,DOUGLASS HS,"543 N WALLER AVE Chicago, IL 60644",1(773)534-6176,HS,6,2,I,2,2,S,False,2020
610246,41.798465,-87.625692,BEASLEY,"5255 S STATE ST Chicago, IL 60609",1(773)535-1230,ES,6,12,C,2,4,C,False,2020
610248,41.943056,-87.778187,CHICAGO ACADEMY ES,"3400 N AUSTIN AVE Chicago, IL 60634",1(773)534-3885,ES,2,2,S,2,0,I,True,2020
610249,41.794048,-87.690261,TALMAN,"5450 S TALMAN AVE Chicago, IL 60632",1(773)535-7850,ES,6,6,S,2,2,S,False,2020
610250,41.901417,-87.633632,SALAZAR,"160 W WENDELL ST Chicago, IL 60610",1(773)534-8310,ES,6,6,S,2,2,S,False,2020
610251,41.88295,-87.699187,CATHER,"2908 W WASHINGTON BLVD Chicago, IL 60612",1(773)534-6780,ES,6,2,I,2,3,C,False,2020
610252,41.87987,-87.680315,DETT,"2131 W MONROE ST Chicago, IL 60612",1(773)534-7160,ES,6,13,C,2,3,C,False,2020
610254,41.858883,-87.715744,DVORAK,"3615 W 16TH ST Chicago, IL 60623",1(773)534-1690,ES,6,6,S,2,2,S,False,2020
610256,41.817349,-87.599067,ROBINSON,"4225 S LAKE PARK AVE Chicago, IL 60653",1(773)535-1777,ES,6,4,I,2,3,C,False,2020
610257,41.889178,-87.705108,MORTON,"431 N TROY ST Chicago, IL 60612",1(773)534-6791,ES,6,5,I,2,0,I,False,2020
610263,41.7799,-87.617214,DULLES,"6311 S CALUMET AVE Chicago, IL 60637",1(773)535-0690,ES,6,4,I,2,2,S,False,2020
610268,41.740184,-87.601174,ASHE,"8505 S INGLESIDE AVE Chicago, IL 60619",1(773)535-3550,ES,6,7,C,2,2,S,False,2020
610269,41.970949,-87.654758,MCCUTCHEON,"4865 N SHERIDAN RD Chicago, IL 60640",1(773)534-2680,ES,6,8,C,2,5,C,False,2020
610271,41.873815,-87.702241,JENSEN,"3030 W HARRISON ST Chicago, IL 60612",1(773)534-6840,ES,6,5,I,2,1,I,False,2020
610274,41.861836,-87.703139,JOHNSON,"1420 S ALBANY AVE Chicago, IL 60623",1(773)534-1829,ES,6,6,S,2,1,I,False,2020
610276,41.814358,-87.616618,MOLLISON,"4415 S DR MARTIN L KING JR DR Chicago, IL 60653",1(773)535-1804,ES,6,9,C,2,3,C,False,2020
610279,41.760673,-87.606791,TANNER,"7350 S EVANS AVE Chicago, IL 60619",1(773)535-3870,ES,6,4,I,2,1,I,False,2020
610281,41.760332,-87.556789,POWELL,"7511 S SOUTH SHORE DR Chicago, IL 60649",1(773)535-6650,ES,6,4,I,2,1,I,False,2020
610282,41.897819,-87.746731,MCNAIR,"4820 W WALTON ST Chicago, IL 60651",1(773)534-8980,ES,6,3,I,2,0,I,False,2020
610284,42.007703,-87.673168,NEW FIELD,"1707 W MORSE AVE Chicago, IL 60626",1(773)534-2760,ES,6,6,S,2,2,S,False,2020
610287,41.742351,-87.70961,ASHBURN,"8300 S ST LOUIS AVE Chicago, IL 60652",1(773)535-7860,ES,6,13,C,2,3,C,False,2020
610290,41.772727,-87.637277,MAYS,"6656 S NORMAL BLVD Chicago, IL 60621",1(773)535-3892,ES,6,7,C,2,2,S,False,2020
610291,41.775305,-87.728884,LEE,"6448 S TRIPP AVE Chicago, IL 60629",1(773)535-2255,ES,6,6,S,2,2,S,False,2020
610293,41.878799,-87.724661,MELODY,"3937 W WILCOX ST Chicago, IL 60624",1(773)534-6850,ES,6,2,I,2,2,S,False,2020
610295,41.681031,-87.646994,HIGGINS,"11710 S MORGAN ST Chicago, IL 60643",1(773)535-5625,ES,6,6,S,2,2,S,False,2020
610298,41.747186,-87.62804,LENART,"8101 S LASALLE ST Chicago, IL 60620",1(773)535-0040,ES,6,5,I,2,1,I,False,2020
610299,41.765335,-87.641335,KING ES,"644 W 71ST ST Chicago, IL 60621",1(773)535-3875,ES,6,6,S,2,2,S,False,2020
610300,41.748868,-87.634751,WESTCOTT,"409 W 80TH ST Chicago, IL 60620",1(773)535-3090,ES,6,7,C,2,2,S,False,2020
610304,41.879118,-87.68696,PHOENIX MILITARY HS,"145 S CAMPBELL AVE Chicago, IL 60612",1(773)534-7275,HS,6,4,I,2,2,S,True,2020
610305,41.873587,-87.749276,LELAND,"512 S LAVERGNE AVE Chicago, IL 60644",1(773)534-6340,ES,6,4,I,2,3,C,False,2020
610308,41.883568,-87.669477,RUDOLPH,"1628 W WASHINGTON BLVD Chicago, IL 60612-2613",1(773)534-7460,ES,6,9,C,2,2,S,False,2020
610312,41.733132,-87.589589,MCDOWELL,"1419 E 89TH ST Chicago, IL 60619",1(773)535-6404,ES,6,6,S,2,2,S,False,2020
610313,41.905294,-87.685756,DE DIEGO,"1313 N CLAREMONT AVE Chicago, IL 60622",1(773)534-4451,ES,6,4,I,2,3,C,False,2020
610315,41.672309,-87.650539,WHITE,"1136 W 122ND ST Chicago, IL 60643",1(773)535-5672,ES,6,6,S,2,0,I,False,2020
610316,41.726107,-87.582182,EARHART,"1710 E 93RD ST Chicago, IL 60617",1(773)535-6416,ES,6,7,C,2,0,I,False,2020
610317,41.8239,-87.692077,BRIGHTON PARK,"3825 S WASHTENAW AVE Chicago, IL 60632",1(773)535-7237,ES,6,6,S,2,1,I,False,2020
610319,41.829356,-87.667817,EVERGREEN,"3537 S PAULINA ST Chicago, IL 60609",1(773)535-4836,MS,6,4,I,2,2,S,False,2020
610323,41.734627,-87.55755,BOWEN HS,"2710 E 89TH ST Chicago, IL 60617",1(773)535-7650,HS,6,4,I,2,2,S,False,2020
610325,41.93397,-87.708041,AVONDALE-LOGANDALE,"3212 W GEORGE ST Chicago, IL 60618",1(773)534-5350,ES,6,7,C,2,3,C,False,2020
610329,41.857755,-87.67521,OROZCO,"1940 W 18TH ST Chicago, IL 60608",1(773)534-7215,ES,6,4,I,2,3,C,False,2020
610334,41.88621,-87.715423,RABY HS,"3545 W FULTON BLVD Chicago, IL 60624",1(773)534-6755,HS,7,2,I,1,1,S,True,2020
610339,41.758925,-87.649217,STAGG,"7424 S MORGAN ST Chicago, IL 60621",1(773)535-3565,ES,6,5,I,2,2,S,False,2020
610340,41.943054,-87.776847,CHICAGO ACADEMY HS,"3400 N AUSTIN AVE Chicago, IL 60634",1(773)534-0146,HS,2,2,S,2,3,C,True,2020
610342,41.906816,-87.68305,SABIN,"2216 W HIRSCH ST Chicago, IL 60622",1(773)534-4490,ES,6,4,I,2,4,C,False,2020
610345,41.814499,-87.608419,WOODSON,"4414 S EVANS AVE Chicago, IL 60653",1(773)535-1280,ES,6,7,C,2,4,C,False,2020
610347,41.777511,-87.681061,CLAREMONT,"2300 W 64TH ST Chicago, IL 60636",1(773)535-8110,ES,6,5,I,2,2,S,False,2020
610350,41.729692,-87.576643,BLACK,"9101 S EUCLID AVE Chicago, IL 60617-3749",1(773)535-6390,ES,6,7,C,2,2,S,False,2020
610352,41.738844,-87.729955,DURKIN PARK,"8445 S KOLIN AVE Chicago, IL 60652",1(773)535-2322,ES,6,6,S,2,1,I,False,2020
610353,41.824377,-87.711654,CALMECA,"3456 W 38TH ST Chicago, IL 60632",1(773)535-7000,ES,6,7,C,2,2,S,False,2020
610354,41.961721,-87.707151,NORTH RIVER,"4416 N TROY ST Chicago, IL 60625",1(773)534-0590,ES,6,8,C,2,2,S,False,2020
610355,41.962308,-87.663853,COURTENAY,"4420 N BEACON ST Chicago, IL 60640",1(773)534-5790,ES,6,4,I,2,3,C,False,2020
610362,41.715665,-87.639305,EVERS,"9811 S LOWE AVE Chicago, IL 60628",1(773)535-2565,ES,6,5,I,2,1,I,False,2020
610363,41.956816,-87.646083,DISNEY,"4140 N MARINE DR Chicago, IL 60613",1(773)534-5840,ES,6,9,C,2,3,C,False,2020
610364,41.653733,-87.61432,DUBOIS,"330 E 133RD ST Chicago, IL 60827",1(773)535-5582,ES,6,3,I,2,1,I,False,2020
610366,41.716193,-87.648044,WACKER,"9746 S MORGAN ST Chicago, IL 60643",1(773)535-2821,ES,6,8,C,2,2,S,False,2020
610367,41.877979,-87.766298,DEPRIEST,"139 S PARKSIDE AVE Chicago, IL 60644",1(773)534-6800,ES,6,3,I,2,1,I,False,2020
610368,41.705342,-87.629869,HUGHES L,"240 W 104TH ST Chicago, IL 60628",1(773)535-5075,ES,6,3,I,2,3,C,False,2020
610369,41.734125,-87.646767,JACKSON M,"917 W 88TH ST Chicago, IL 60620",1(773)535-3341,ES,6,2,I,2,1,I,False,2020
610380,41.806118,-87.62503,WILLIAMS HS,"4934 S WABASH AVE Chicago, IL 60615",1(773)535-1120,HS,6,1,I,2,0,I,True,2020
610381,41.805204,-87.625004,BRONZEVILLE HS,"4934 S WABASH AVE Chicago, IL 60615",1(773)535-1150,HS,6,4,I,2,2,S,True,2020
610383,41.833507,-87.735299,SOCIAL JUSTICE HS,"3120 S KOSTNER AVE Chicago, IL 60623",1(773)535-4300,HS,6,4,I,2,1,I,True,2020
610384,41.836169,-87.735278,INFINITY HS,"3120 S KOSTNER AVE Chicago, IL 60623",1(773)535-4225,HS,6,2,I,2,1,I,True,2020
610385,41.835282,-87.735283,MULTICULTURAL HS,"3120 S KOSTNER AVE Chicago, IL 60623",1(773)535-4242,HS,6,4,I,2,0,I,True,2020
610389,41.894449,-87.726166,ORR HS,"730 N PULASKI RD Chicago, IL 60624",1(773)534-6500,HS,2,8,C,2,2,S,True,2020
610390,41.989021,-87.665789,RICKOVER MILITARY HS,"5700 W BERTEAU AVE Chicago, IL 60634-1717",1(773)534-2890,HS,6,4,I,2,2,S,True,2020
610391,41.782041,-87.671662,LINDBLOM HS,"6130 S WOLCOTT AVE Chicago, IL 60636",1(773)535-9300,HS,6,6,S,2,2,S,True,2020
610392,41.834397,-87.735292,WORLD LANGUAGE HS,"3120 S KOSTNER AVE Chicago, IL 60623",1(773)535-4334,HS,6,4,I,2,1,I,True,2020
610394,41.965547,-87.652473,UPLIFT HS,"900 W WILSON AVE Chicago, IL 60640",1(773)534-2875,HS,6,3,I,2,5,C,True,2020
610396,41.764407,-87.706445,TARKINGTON,"3330 W 71ST ST Chicago, IL 60629",1(773)535-4700,ES,2,3,C,2,2,S,True,2020
610402,41.941388,-87.690761,DEVRY HS,"3300 N CAMPBELL AVE Chicago, IL 60618-5943",1(773)697-2216,HS,6,0,I,2,0,I,True,2020
610405,41.883215,-87.677636,SUDER,"2022 W WASHINGTON BLVD Chicago, IL 60612",1(773)534-7685,ES,6,14,C,2,3,C,True,2020
610499,41.864149,-87.702042,COLLINS HS,"1313 S SACRAMENTO DR Chicago, IL 60623",1(773)534-1840,HS,2,2,S,2,1,I,True,2020
610503,41.86698,-87.727244,FRAZIER PROSPECTIVE,"4027 W GRENSHAW ST Chicago, IL 60624",1(773)534-6880,ES,6,4,I,2,2,S,True,2020
610504,41.827775,-87.677542,THOMAS,"3625 S HOYNE AVE Chicago, IL 60609",1(773)535-4088,ES,6,6,S,2,2,S,True,2020
610513,41.828145,-87.632757,AIR FORCE HS,"3630 S WELLS ST Chicago, IL 60609",1(773)535-1590,HS,6,6,S,2,0,I,True,2020
610515,41.950461,-87.730678,DISNEY II ES,"3815 N KEDVALE AVE Chicago, IL 60641",1(773)534-3750,ES,6,7,C,2,1,I,False,2020
610518,41.885993,-87.761916,AUSTIN CCA HS,"231 N PINE AVE Chicago, IL 60644",1(773)534-0660,HS,6,2,I,2,2,S,False,2020
610520,41.902914,-87.673696,LASALLE II,"1148 N HONORE ST Chicago, IL 60622",1(773)534-0490,ES,6,8,C,2,4,C,False,2020
610521,41.771221,-87.66653,DAVIS M,"6740 S PAULINA ST Chicago, IL 60636-3307",1(773)535-9120,ES,6,11,C,2,4,C,False,2020
610523,41.994238,-87.813771,EDISON PARK,"6220 N OLCOTT AVE Chicago, IL 60631",1(773)534-0960,ES,6,9,C,2,1,I,False,2020
610524,41.935795,-87.680562,ALCOTT HS,"2957 N HOYNE AVE Chicago, IL 60618-8208",1(773)534-5970,HS,6,2,I,2,2,S,False,2020
610530,41.767755,-87.590396,SOUTH SHORE ES,"1415 E 70TH ST Chicago, IL 60637",1(773)535-8340,ES,6,4,I,2,2,S,False,2020
610532,41.793479,-87.71137,HERNANDEZ,"3510 W 55TH ST Chicago, IL 60632",1(773)535-8850,MS,6,7,C,2,2,S,False,2020
610533,41.921318,-87.765781,PRIETO,"2231 N CENTRAL AVE Chicago, IL 60639",1(773)534-0210,ES,6,6,S,2,1,I,False,2020
610534,41.905109,-87.644841,SKINNER NORTH,"640 W SCOTT ST Chicago, IL 60610",1(773)534-8500,ES,6,10,C,2,1,I,False,2020
610539,41.934931,-87.770127,CAMRAS,"3000 N MANGO AVE Chicago, IL 60634",1(773)534-2960,ES,6,3,I,2,2,S,False,2020
610541,41.940026,-87.724783,LORCA,"3231 N SPRINGFIELD AVE Chicago, IL 60618",1(773)534-0950,ES,6,2,I,2,2,S,False,2020
610542,42.002959,-87.705917,WEST RIDGE,"6700 N WHIPPLE ST Chicago, IL 60645",1(773)534-8250,ES,6,4,I,2,2,S,False,2020
610543,41.795201,-87.711059,SOLORIO HS,"5400 S ST LOUIS AVE Chicago, IL 60632",1(773)535-9070,HS,2,2,S,2,2,S,True,2020
610544,41.771079,-87.73992,AZUELA,"4707 W MARQUETTE RD Chicago, IL 60629",1(773)535-7395,ES,6,6,S,2,1,I,False,2020
610547,41.758792,-87.576353,SOUTH SHORE INTL HS,"1955 E 75TH ST Chicago, IL 60649",1(773)535-8350,HS,6,5,I,2,1,I,False,2020
610548,41.868576,-87.664969,STEM,"1522 W FILLMORE ST Chicago, IL 60607",1(773)534-7300,ES,6,3,I,2,0,I,False,2020
610558,41.75375,-87.707345,GOODE HS,"7651 S HOMAN AVE Chicago, IL 60652",1(773)535-7875,HS,6,6,S,2,2,S,False,2020
610559,41.806491,-87.68978,SHIELDS MIDDLE,"2611 W 48TH ST Chicago, IL 60632",1(773)535-7115,MS,6,5,I,2,0,I,False,2020
610561,41.876947,-87.683301,CRANE MEDICAL HS,"2245 W JACKSON BLVD Chicago, IL 60612",1(773)534-7600,HS,6,6,S,2,1,I,False,2020
610563,41.808413,-87.677541,BACK OF THE YARDS HS,"2111 W 47TH ST Chicago, IL 60609",1(773)535-7320,HS,6,5,I,2,2,S,False,2020
610586,41.704859,-87.527985,SADLOWSKI,"3930 E 105TH Chicago, IL 60617-6335",1(773)535-8040,ES,6,9,C,2,2,S,False,2020
610587,41.801204,-87.612239,DYETT ARTS HS,"555 E 51ST Chicago, IL 60615-2452",1(773)535-1825,HS,6,9,C,2,3,C,False,2020
610588,41.783826,-87.725422,RICHARDSON,"6018 S KARLOV Chicago, IL 60629-4929",1(773)535-8640,MS,6,5,I,2,1,I,False,2020
